Nb;Sc;Ta;Ti;Zr;Mo;Cr;Mn;Fe;Hf;Co;Si;Mg;V;W;Y;In;Ag;Ga;Cd;Sb;Te;Cu;Re;Ge;Hg;Ru;Al;As;Zn;Ni;Ir;Bi;Au;Pt;Pb;Rh;Pd;Sn;stoich_entropy;delta;avg_VEC;Formation Energy (eV/atom);Bulk Modulus (GPa);Shear Modulus (GPa);Density;Melting_Temperature;LMP;GB ratio;Omega;Log_10(K_A);Origin;Cluster;Normalized Composition
;;;;;;0.12;0.21;0.18;;0.28;0.07;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.05;7.13;-0.16;197.42;102.49;7.41;1644.47;30.32;0.52;1.5;-1.55;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.12Mn0.21Fe0.18Co0.28Si0.07V0.15
;;;;;;0.3;0.22;;;0.33;0.07;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;1.44;0.05;6.99;-0.15;205.04;103.02;7.55;1624.94;30.4;0.5;1.31;-1.44;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.3Mn0.22Co0.33Si0.07V0.08
;;;;;;0.28;0.27;;;0.29;0.08;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;1.46;0.06;6.92;-0.16;207.81;104.1;7.52;1688.66;30.4;0.5;1.35;-1.58;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.28Mn0.27Co0.29Si0.08V0.07
;;;;;;0.34;0.25;;;0.34;0.05;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;1.33;0.05;7.14;-0.14;193.01;89.25;7.61;1674.07;30.27;0.46;1.35;-1.04;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.34Mn0.25Co0.34Si0.05V0.03
;;;;;;0.26;0.26;;;0.36;0.05;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;7.18;-0.17;193.44;99.94;7.6;1653.32;30.37;0.52;1.2;-1.0;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.26Mn0.26Co0.36Si0.05V0.07
;;;;;;0.28;0.2;0.04;;0.31;0.04;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;1.55;0.04;7.02;-0.16;191.96;88.1;7.52;1671.76;30.52;0.46;1.42;-0.89;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.28Mn0.2Fe0.04Co0.31Si0.04V0.13
;;;;;;0.21;0.28;0.03;;0.28;0.09;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;1.61;0.06;6.87;-0.16;199.08;103.6;7.44;1654.47;30.42;0.52;1.48;-1.58;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.21Mn0.28Fe0.03Co0.28Si0.09V0.12
;;;;;;0.13;0.19;0.21;;0.27;0.06;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;1.7;0.05;7.14;-0.16;209.48;102.45;7.4;1675.6;30.24;0.49;1.53;-1.09;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.13Mn0.19Fe0.21Co0.27Si0.06V0.15
;;;;;;0.29;0.19;0.04;;0.3;0.04;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;;1.56;0.04;6.97;-0.16;192.36;87.62;7.51;1667.23;30.5;0.46;1.39;-0.87;Generative CVAE;Al0.04Co0.12Cr0.39Fe0.03Mn0.17Mo0.11Ni0.01Re0.06V0.05W0.01;Cr0.29Mn0.19Fe0.04Co0.3Si0.04V0.14
0.08;0.12;0.03;0.18;0.08;0.41;;;;0.06;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;1.74;0.05;6.72;-0.14;171.44;59.81;8.5;2361.09;31.18;0.35;2.5;0.33;Generative CVAE;Hf0.03Mo0.38Nb0.05Sc0.19Ta0.15Ti0.07V0.08Zr0.04;Nb0.08Sc0.12Ta0.03Ti0.18Zr0.08Mo0.41Hf0.06W0.04
0.04;0.04;0.06;0.03;0.35;;;0.03;;0.2;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;0.06;8.13;-0.07;144.12;54.69;8.81;2006.38;31.22;0.38;4.0;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.04Ta0.06Ti0.03Zr0.35Mn0.03Hf0.2V0.24
0.04;0.03;0.06;0.03;0.32;;;0.04;;0.2;;;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;0.06;8.14;-0.07;144.1;54.57;8.75;2023.84;31.22;0.38;3.92;0.24;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.03Ta0.06Ti0.03Zr0.32Mn0.04Hf0.2V0.28
0.08;0.06;0.04;0.04;0.44;;;;;0.25;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;1.56;0.05;8.16;-0.01;141.14;47.17;8.74;2086.89;31.31;0.33;29.87;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.08Sc0.06Ta0.04Ti0.04Zr0.44Hf0.25V0.09
0.05;0.04;0.05;0.03;0.37;;;0.02;;0.22;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;1.65;0.06;8.14;-0.05;139.38;54.77;8.75;2019.35;31.31;0.39;5.84;0.22;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.04Ta0.05Ti0.03Zr0.37Mn0.02Hf0.22V0.23
0.05;0.04;0.06;0.03;0.35;;;0.03;;0.2;;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;1.68;0.06;7.95;-0.07;145.0;55.53;8.6;2038.14;31.22;0.38;4.15;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.04Ta0.06Ti0.03Zr0.35Mn0.03Hf0.2V0.25
0.06;0.05;0.07;0.03;0.36;;;0.03;;0.18;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;1.71;0.06;7.91;-0.05;139.44;54.63;8.57;2028.82;31.22;0.39;5.67;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.05Ta0.07Ti0.03Zr0.36Mn0.03Hf0.18V0.23
0.04;0.03;0.06;0.02;0.34;;;0.03;;0.21;;;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;1.65;0.06;8.15;-0.08;144.74;55.34;8.84;2017.1;31.22;0.38;3.81;0.23;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.03Ta0.06Ti0.02Zr0.34Mn0.03Hf0.21V0.27
0.09;0.07;0.04;0.03;0.46;;;;;0.25;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;1.51;0.04;8.17;-0.01;135.59;45.36;8.73;2064.49;31.33;0.33;26.18;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.09Sc0.07Ta0.04Ti0.03Zr0.46Hf0.25V0.06
0.05;0.04;0.06;0.03;0.36;;;0.03;;0.2;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;1.69;0.06;7.95;-0.05;140.69;53.69;8.54;2000.81;31.22;0.38;5.72;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.04Ta0.06Ti0.03Zr0.36Mn0.03Hf0.2V0.23
0.05;0.04;0.05;0.03;0.37;;;0.02;;0.2;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;1.67;0.06;7.91;-0.05;140.48;54.56;8.54;2029.51;31.22;0.39;5.77;0.28;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.04Ta0.05Ti0.03Zr0.37Mn0.02Hf0.2V0.23
0.06;0.05;0.06;0.03;0.38;;;0.03;;0.21;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;1.69;0.06;8.16;-0.04;139.73;55.65;8.78;2003.93;31.31;0.4;7.81;0.24;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.05Ta0.06Ti0.03Zr0.38Mn0.03Hf0.21V0.19
0.06;0.04;0.06;0.03;0.38;;;0.02;;0.21;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;1.68;0.06;8.16;-0.04;139.67;54.47;8.78;2010.09;31.31;0.39;7.75;0.24;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.04Ta0.06Ti0.03Zr0.38Mn0.02Hf0.21V0.19
0.05;0.45;0.21;0.21;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.06;6.81;-0.08;122.73;45.76;6.81;2110.8;31.31;0.37;3.21;0.3;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.21Ti0.21Zr0.08
0.05;0.47;0.22;0.16;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.05;6.94;-0.08;124.13;45.95;6.89;2125.5;31.31;0.37;3.15;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.47Ta0.22Ti0.16Zr0.09
0.05;0.38;0.28;0.18;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.83;-0.07;138.23;55.26;7.45;2040.0;31.39;0.4;3.35;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.38Ta0.28Ti0.18Zr0.11
0.04;0.45;0.24;0.18;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.06;7.19;-0.08;124.97;46.45;7.08;2111.14;31.31;0.37;3.07;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.45Ta0.24Ti0.18Zr0.09
0.04;0.37;0.27;0.23;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.06;7.78;-0.08;136.2;53.61;7.44;2053.11;31.4;0.39;3.24;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.37Ta0.27Ti0.23Zr0.08
0.06;0.38;0.28;0.18;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.95;-0.07;138.84;54.01;7.53;2218.79;31.39;0.39;3.92;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.38Ta0.28Ti0.18Zr0.1
0.06;0.42;0.24;0.19;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.41;0.06;7.21;-0.07;126.87;51.26;7.18;2107.86;31.31;0.4;3.8;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.42Ta0.24Ti0.19Zr0.1
0.06;0.48;0.23;0.12;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.35;0.05;7.1;-0.07;126.19;46.19;7.05;2074.06;31.31;0.37;3.35;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.48Ta0.23Ti0.12Zr0.11
0.04;0.42;0.21;0.24;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.06;6.83;-0.08;124.97;49.36;6.85;2120.65;31.39;0.39;3.24;0.3;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.42Ta0.21Ti0.24Zr0.08
0.05;0.37;0.29;0.19;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.99;-0.08;138.68;53.61;7.58;2202.77;31.36;0.39;3.53;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.37Ta0.29Ti0.19Zr0.1
0.05;0.38;0.29;0.2;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;7.95;-0.08;136.79;54.86;7.49;2056.46;31.37;0.4;3.25;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.38Ta0.29Ti0.2Zr0.09
0.05;0.48;0.22;0.17;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.34;0.05;6.83;-0.07;123.8;46.47;6.83;2128.29;31.31;0.38;3.32;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.48Ta0.22Ti0.17Zr0.09
0.05;0.45;0.25;0.15;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.05;7.31;-0.08;126.55;46.03;7.18;2117.52;31.31;0.36;3.14;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.25Ti0.15Zr0.1
0.05;0.43;0.23;0.22;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.06;7.04;-0.08;125.29;49.73;7.04;2131.63;31.31;0.4;3.14;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.43Ta0.23Ti0.22Zr0.08
0.06;0.42;0.24;0.17;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.41;0.05;7.31;-0.06;128.67;50.92;7.28;2106.53;31.31;0.4;4.04;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.42Ta0.24Ti0.17Zr0.1
0.06;0.42;0.25;0.17;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;7.4;-0.06;129.74;53.8;7.29;2111.72;31.31;0.41;4.02;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.42Ta0.25Ti0.17Zr0.1
0.05;0.38;0.3;0.17;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.41;0.05;8.12;-0.07;137.44;54.29;7.68;2221.22;31.39;0.4;3.76;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.38Ta0.3Ti0.17Zr0.09
0.04;0.4;0.27;0.2;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.39;0.06;7.73;-0.07;135.73;53.15;7.37;2067.67;31.39;0.39;3.5;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.4Ta0.27Ti0.2Zr0.09
0.05;0.44;0.23;0.19;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.06;7.09;-0.09;124.75;45.87;7.11;2115.86;31.31;0.37;2.94;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.44Ta0.23Ti0.19Zr0.09
0.05;0.47;0.23;0.14;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.05;7.02;-0.08;126.88;45.99;7.0;2116.24;31.31;0.36;3.09;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.47Ta0.23Ti0.14Zr0.1
0.05;0.42;0.23;0.21;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.39;0.06;7.12;-0.07;125.59;49.93;7.19;2128.33;31.31;0.4;3.58;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.42Ta0.23Ti0.21Zr0.09
0.05;0.43;0.24;0.18;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;7.29;-0.07;126.67;51.98;7.25;2106.69;31.31;0.41;3.76;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.43Ta0.24Ti0.18Zr0.1
0.05;0.45;0.23;0.2;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.06;7.03;-0.08;124.72;45.82;6.92;2110.27;31.31;0.37;3.15;0.3;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.23Ti0.2Zr0.08
0.05;0.41;0.25;0.21;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.06;7.44;-0.08;127.54;53.63;7.25;2077.32;31.39;0.42;3.13;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.41Ta0.25Ti0.21Zr0.08
0.05;0.38;0.3;0.17;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.41;0.05;8.15;-0.07;137.72;54.29;7.67;2220.53;31.39;0.39;3.78;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.38Ta0.3Ti0.17Zr0.1
0.06;0.48;0.23;0.15;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.35;0.05;6.96;-0.08;126.9;45.95;6.88;2119.7;31.31;0.36;3.02;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.48Ta0.23Ti0.15Zr0.09
0.05;0.43;0.25;0.18;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.39;0.05;7.34;-0.07;124.83;47.39;7.23;2097.37;31.31;0.38;3.79;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.43Ta0.25Ti0.18Zr0.09
0.05;0.45;0.22;0.18;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.06;6.93;-0.07;124.31;45.95;6.83;2119.48;31.31;0.37;3.54;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.22Ti0.18Zr0.09
0.05;0.46;0.23;0.18;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.05;6.96;-0.08;124.14;45.52;6.91;2118.31;31.31;0.37;3.24;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.46Ta0.23Ti0.18Zr0.09
0.06;0.47;0.21;0.17;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.05;6.81;-0.07;123.77;46.33;6.82;2119.08;31.31;0.37;3.42;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.47Ta0.21Ti0.17Zr0.09
0.05;0.45;0.23;0.17;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.05;7.13;-0.08;124.51;46.87;7.07;2108.19;31.31;0.38;3.18;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.23Ti0.17Zr0.09
0.05;0.39;0.28;0.18;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.91;-0.08;138.63;54.01;7.48;2034.0;31.39;0.39;3.23;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.39Ta0.28Ti0.18Zr0.1
0.04;0.38;0.28;0.21;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.06;7.92;-0.08;137.2;53.58;7.49;2033.85;31.36;0.39;3.25;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.38Ta0.28Ti0.21Zr0.09
0.04;0.45;0.23;0.2;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.06;7.05;-0.08;126.15;49.73;6.97;2112.32;31.31;0.39;3.06;0.3;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.45Ta0.23Ti0.2Zr0.08
0.06;0.46;0.23;0.16;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.05;7.0;-0.07;126.86;45.99;7.0;2114.84;31.31;0.36;3.36;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.46Ta0.23Ti0.16Zr0.1
0.05;0.45;0.25;0.14;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.05;7.32;-0.08;125.94;46.03;7.19;2127.33;31.31;0.37;3.19;0.31;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.25Ti0.14Zr0.11
0.04;0.42;0.22;0.23;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.06;6.93;-0.08;124.99;49.8;6.88;2134.6;31.39;0.4;3.24;0.3;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.42Ta0.22Ti0.23Zr0.08
0.05;0.47;0.22;0.18;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.35;0.06;6.82;-0.07;123.91;45.46;6.81;2119.41;31.31;0.37;3.32;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.47Ta0.22Ti0.18Zr0.09
0.05;0.45;0.23;0.18;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;0.06;7.05;-0.08;125.04;46.29;7.08;2124.14;31.31;0.37;3.18;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.45Ta0.23Ti0.18Zr0.08
0.04;0.47;0.23;0.18;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.34;0.05;6.96;-0.08;124.27;45.9;6.87;2123.14;31.31;0.37;2.97;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.47Ta0.23Ti0.18Zr0.08
0.04;0.37;0.29;0.21;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;8.04;-0.08;136.13;53.51;7.64;2225.4;31.39;0.39;3.54;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.37Ta0.29Ti0.21Zr0.09
0.06;0.43;0.26;0.15;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.05;7.56;-0.05;133.56;49.59;7.28;2061.06;31.31;0.37;4.59;0.35;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.43Ta0.26Ti0.15Zr0.1
0.05;0.46;0.22;0.19;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.06;6.9;-0.07;124.12;45.9;6.77;2128.12;31.31;0.37;3.54;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.46Ta0.22Ti0.19Zr0.08
0.06;0.45;0.26;0.14;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.38;0.05;7.43;-0.07;127.1;46.71;7.21;2091.09;31.31;0.37;3.71;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.45Ta0.26Ti0.14Zr0.1
0.04;0.46;0.22;0.19;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36;0.06;6.82;-0.07;122.67;45.46;6.82;2135.73;31.31;0.37;3.38;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.04Sc0.46Ta0.22Ti0.19Zr0.09
0.05;0.47;0.22;0.18;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.34;0.05;6.84;-0.08;123.76;46.47;6.82;2126.77;31.31;0.38;3.21;0.29;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.47Ta0.22Ti0.18Zr0.08
0.05;0.41;0.26;0.19;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.39;0.05;7.49;-0.07;128.8;53.8;7.28;2079.11;31.31;0.42;3.67;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.41Ta0.26Ti0.19Zr0.09
0.06;0.37;0.29;0.17;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.43;0.05;8.09;-0.06;137.66;53.89;7.67;2217.32;31.37;0.39;4.24;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.06Sc0.37Ta0.29Ti0.17Zr0.1
0.05;0.39;0.28;0.18;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.42;0.05;7.81;-0.07;138.39;55.26;7.41;2033.19;31.39;0.4;3.8;0.34;Generative CVAE;Hf0.04Mo0.15Nb0.16Sc0.16Ta0.16Ti0.16Zr0.16;Nb0.05Sc0.39Ta0.28Ti0.18Zr0.1
